"","animal_id","animal_name","animal_type","primary_color","secondary_color","sex","dob","intake_date","intake_condition","intake_type","intake_subtype","reason_for_intake","outcome_date","crossing","jurisdiction","outcome_type","outcome_subtype","latitude","longitude","outcome_is_dead","was_outcome_alive","geopoint","color","intake"
"5485","A607781","*willa reaper","cat","tortie",NA,"Spayed",NA,2018-05-17,"fractious","stray","field",NA,2018-05-31,"13200 PALM PL, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8758065,-118.0504089,FALSE,TRUE,"33.8758065, -118.0504089","multi","feral_fractious"
"5486","A628970",NA,"cat","black",NA,"Female",2010-06-27,2019-06-27,"ill severe","stray","field",NA,2019-06-28,"13400 CARNABY ST, CERRITOS, CA 90703","Cerritos","return to owner","walkin",33.8672516,-118.0457193,FALSE,TRUE,"33.8672516, -118.0457193","black","severe"
"5487","A718067","chi chi","cat","white","black","Spayed",2022-10-04,2024-04-04,"normal","owner surrender","otc","allergic",2024-04-17,"13500 BLK ACORO PL CERRITOS CA 90703","Cerritos","adoption","pfe/pawshp",33.8720671,-118.0443692,FALSE,TRUE,"33.8720671, -118.0443692","white","normal"
"5488","A644148","*horchata","cat","brown  tabby","white","Neutered",2018-06-20,2020-06-20,"normal","stray","otc",NA,2021-01-23,"13500 BLK FELSON ST, CERRITOS, CA 90703","Cerritos","adoption","pfe/pawshp",33.8691673,-118.0441361,FALSE,TRUE,"33.8691673, -118.0441361","other","normal"
"5489","A694425","lalo","cat","gray",NA,"Neutered",2022-08-10,2023-03-10,"normal","stray","otc",NA,2023-04-09,"13500 E CHARLWOOD CIR. CERRITOS, CA 90703","Cerritos","adoption","web",33.8592082,-118.0445029,FALSE,TRUE,"33.8592082, -118.0445029","grey","normal"
"5490","A585647","biscut","cat","gray",NA,"Neutered",2008-02-10,2017-02-10,"normal","owner surrender","otc","new baby",2017-02-11,"13600 ABANA DR, CERRITOS, CA 90703","Cerritos","transfer","spcala",33.873777,-118.0414103,FALSE,TRUE,"33.873777, -118.0414103","grey","normal"
"5491","A639262","chip","cat","black smoke",NA,"Neutered",2018-01-31,2020-01-31,"normal","stray","otc",NA,2020-02-04,"13800 BLK REVA ST, CERRITOS, CA 90703","Cerritos","shelter, neuter, return","straycatal",33.8678315,-118.0371173,FALSE,TRUE,"33.8678315, -118.0371173","black","normal"
"5492","A652538","huru","cat","black",NA,"Male",2020-10-23,2020-12-24,"normal","owner surrender","otc","owner prob",2021-02-18,"13800 BLK ROSE ST, CERRITOS, CA 90703","Cerritos","rescue","apawsitive",33.8700191,-118.0371289,FALSE,TRUE,"33.8700191, -118.0371289","black","normal"
"5493","A611894","onyx","cat","gray",NA,"Male",2017-08-01,2018-07-29,"normal","owner surrender","otc",NA,2018-07-30,"140 BLK E ADAIR ST, LONG BEACH, CA 90805","Long Beach","transfer","spcala",33.8640317,-118.1922625,FALSE,TRUE,"33.8640317, -118.1922625","grey","normal"
"5494","A697268","*whisper","cat","black","white","Neutered",2021-04-22,2023-04-22,"normal","stray","field",NA,2023-05-20,"1400 BLK 23RD ST","Signal Hill","community cat",NA,33.798286,-118.1741296,FALSE,TRUE,"33.798286, -118.1741296","black","normal"
"5495","A630733","*izzy","cat","black","white","Spayed",2019-05-27,2019-07-27,"fractious","stray","field",NA,2019-12-14,"1400 BLK ALAMITOS AVE, LONG BEACH, CA 90813","District6","adoption","spec evt",33.784493,-118.1771093,FALSE,TRUE,"33.784493, -118.1771093","black","feral_fractious"
"5496","A733119","mila","cat","brown  tabby",NA,"Spayed",2024-02-24,2024-12-22,"normal","owner surrender","otc",NA,2024-12-27,"1400 BLK ATLANTIC AVE, LONG BEACH 90813","Long Beach","adoption","web",33.7836399,-118.1842845,FALSE,TRUE,"33.7836399, -118.1842845","other","normal"
"5497","A685208","*calypso","cat","brown  tabby",NA,"Female",2022-07-27,2022-09-26,"normal","stray","field",NA,2022-10-21,"1400 BLK ATLANTIC AVE, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7836399,-118.1842845,FALSE,TRUE,"33.7836399, -118.1842845","other","normal"
"5498","A609953","*april july","cat","black","white","Spayed",2017-06-20,2018-06-20,"normal","stray","trap",NA,2018-07-11,"1400 BLK BRYANT DR E, LONG BEACH, CA 90815","Long Beach","shelter, neuter, return","straycatal",33.784939,-118.1244705,FALSE,TRUE,"33.784939, -118.1244705","black","normal"
"5499","A689069","*cristiano","cat","white","tan","Male",2022-09-19,2022-11-19,"normal","stray","otc",NA,2022-11-27,"1400 BLK CHERRY AVE, LONG BEACH, CA 90813","Long Beach","adoption",NA,33.7847023,-118.1672601,FALSE,TRUE,"33.7847023, -118.1672601","white","normal"
"5500","A698109","*goldfish","cat","orange tabby","white","Neutered",2023-04-04,2023-05-03,"normal","stray","otc",NA,2023-05-17,"1400 BLK CHERRY ST LB 90813","Long Beach","adoption",NA,33.7844997,-118.1971031,FALSE,TRUE,"33.7844997, -118.1971031","orange","normal"
"5501","A665054","*yellow","cat","white","gray","Female",2009-10-09,2021-10-09,"ill moderatete","stray","otc",NA,2021-10-11,"1400 BLK CHESTNUT AVE, LONG BEACH, CA 90813","Long Beach","died","in kennel",33.7841102,-118.1961983,TRUE,FALSE,"33.7841102, -118.1961983","white","moderate"
"5502","A604155",NA,"cat","calico dilute",NA,"Female",2017-06-24,2018-02-24,"normal","stray","otc",NA,2018-03-02,"1400 BLK CHESTNUT AVE, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7841102,-118.1961983,FALSE,TRUE,"33.7841102, -118.1961983","multi","normal"
"5503","A616642",NA,"cat","brown  tabby","white","Female",2009-10-24,2018-10-24,"ill mild","stray","otc",NA,2018-10-24,"1400 BLK CHESTNUT AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","ill severe",33.7841102,-118.1961983,TRUE,FALSE,"33.7841102, -118.1961983","other","mild"
"5504","A695628","*tinker berry","cat","calico",NA,"Spayed",2015-04-08,2023-03-29,"normal","owner surrender","field",NA,2023-04-19,"1400 BLK CORONADO","Long Beach","adoption","web",33.7845194,-118.1533454,FALSE,TRUE,"33.7845194, -118.1533454","multi","normal"
"5505","A695631","*passionfruit","cat","calico",NA,"Female",2020-03-29,2023-03-29,"normal","owner surrender","field",NA,2023-04-20,"1400 BLK CORONADO","Long Beach","euthanasia","at vet",33.7845194,-118.1533454,TRUE,FALSE,"33.7845194, -118.1533454","multi","normal"
"5506","A596609",NA,"cat","tortie",NA,"Unknown",2015-09-06,2017-09-06,"feral","stray","otc",NA,2017-09-20,"1400 BLK COTA AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","inj severe",33.7838706,-118.216339,TRUE,FALSE,"33.7838706, -118.216339","multi","feral_fractious"
"5507","A612832","*otter","cat","tortie dilute",NA,"Spayed",2018-05-15,2018-08-15,"normal","stray","trap",NA,2018-08-29,"1400 BLK COTA AVE, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7838706,-118.216339,FALSE,TRUE,"33.7838706, -118.216339","multi","normal"
"5508","A645751","*everdeen","cat","cream tabby","white","Neutered",2020-05-19,2020-07-19,"normal","stray","otc",NA,2020-08-08,"1400 BLK DAWSON AVE, LONG BEACH, CA 90804","Long Beach","adoption","web",33.7844162,-118.1655481,FALSE,TRUE,"33.7844162, -118.1655481","tan","normal"
"5509","A723482",NA,"cat","gray","white","Unknown",2021-06-26,2024-06-26,"ill severe","stray","field",NA,2024-06-27,"1400 BLK E 10TH ST, LONG BEACH, CA","Long Beach","euthanasia","at vet",33.7787528,-118.1741748,TRUE,FALSE,"33.7787528, -118.1741748","grey","severe"
"5510","A598479","*eric","cat","orange tabby","white","Male",2017-08-09,2017-10-09,"normal","stray","otc",NA,2017-10-15,"1400 BLK E 16TH ST, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7871445,-118.1741779,FALSE,TRUE,"33.7871445, -118.1741779","orange","normal"
"5511","A636702",NA,"cat","black","white","Male",2019-10-10,2019-11-25,"ill severe","stray","field",NA,2019-11-25,"1400 BLK E 9TH ST, LONG BEACH, CA 90813","Long Beach","euthanasia","ill severe",33.7778773,-118.1741427,TRUE,FALSE,"33.7778773, -118.1741427","black","severe"
"5512","A597822","*binky","cat","white",NA,"Male",2017-07-27,2017-09-27,"normal","stray","otc",NA,2017-10-10,"1400 BLK E HELLMAN ST, LONG BEACH, CA 90813","Long Beach","adoption","spcala",33.7761588,-118.1739631,FALSE,TRUE,"33.7761588, -118.1739631","white","normal"
"5513","A642545","*babette","cat","black","white","Female",2020-04-15,2020-05-09,"ill mild","stray","otc",NA,2020-06-17,"1400 BLK E MARKET ST, LONG BEACH, CA 90805","Long Beach","rescue","fndanifoun",33.8540503,-118.1752025,FALSE,TRUE,"33.8540503, -118.1752025","black","mild"
"5514","A623838",NA,"cat","black",NA,"Female",2018-03-27,2019-03-27,"ill mild","stray","field",NA,2019-03-28,"1400 BLK ELM AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","inj severe",33.7839902,-118.1878167,TRUE,FALSE,"33.7839902, -118.1878167","black","mild"
"5515","A606787",NA,"cat","brown  tabby","white","Male",2018-02-02,2018-04-27,"normal","stray","otc",NA,2018-04-28,"1400 BLK ELM AVE, LONG BEACH, CA 90813","Long Beach","rescue","fndanifoun",33.7839902,-118.1878167,FALSE,TRUE,"33.7839902, -118.1878167","other","normal"
"5516","A688662",NA,"cat","calico","white","Female",2022-09-13,2022-11-13,"ill moderatete","stray","otc",NA,2022-11-13,"1400 BLK ELM AVE, LONG BEACH. CA 90813","Long Beach","euthanasia","ill severe",33.7839902,-118.1878167,TRUE,FALSE,"33.7839902, -118.1878167","multi","moderate"
"5517","A644159",NA,"cat","seal point",NA,"Male",2020-04-20,2020-06-21,"normal","stray","otc",NA,2020-06-24,"1400 BLK GUNDRY AVE, LONG BEACH, CA 90813","Long Beach","rescue","fndanifoun",33.7845797,-118.1740015,FALSE,TRUE,"33.7845797, -118.1740015","grey","normal"
"5518","A637687",NA,"cat","black","white","Male",2019-09-18,2019-12-18,"normal","stray","otc",NA,2019-12-23,"1400 BLK HENDERSON AVE, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7849848,-118.1970582,FALSE,TRUE,"33.7849848, -118.1970582","black","normal"
"5519","A607406","*spade","cat","gray",NA,"Neutered",2015-05-10,2018-05-10,"ill mild","stray","trap",NA,2018-05-17,"1400 BLK LEMON AVE, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7838353,-118.1788553,FALSE,TRUE,"33.7838353, -118.1788553","grey","mild"
"5520","A706220",NA,"cat","white","brown  tabby","Female",2023-08-15,2023-09-05,"ill severe","stray","field",NA,2023-09-06,"1400 BLK LEWIS AVE, LB 90813","Long Beach","euthanasia","at vet",33.7843699,-118.1797301,TRUE,FALSE,"33.7843699, -118.1797301","white","severe"
"5521","A685652","*hawkeye","cat","black","white","Neutered",2022-08-01,2022-10-01,"ill mild","stray","otc",NA,2022-10-16,"1400 BLK LEWIS AVE, LONG BEACH, CA 90813","Long Beach","adoption",NA,33.7843699,-118.1797301,FALSE,TRUE,"33.7843699, -118.1797301","black","mild"
"5522","A701616",NA,"cat","calico",NA,"Female",2023-05-21,2023-06-24,"ill moderatete","stray","otc",NA,2023-06-24,"1400 BLK LIME AVE, LONG BEACH CA, 90813","Long Beach","euthanasia","ill severe",33.7836774,-118.183646,TRUE,FALSE,"33.7836774, -118.183646","multi","moderate"
"5523","A688189",NA,"cat","orange tabby",NA,"Unknown",2017-11-07,2022-11-07,"ill severe","stray","field",NA,2022-11-07,"1400 BLK LINDEN AVE, LONG BEACH, CA 90813","Long Beach","died","enroute",33.7838115,-118.1867055,TRUE,FALSE,"33.7838115, -118.1867055","orange","severe"
"5524","A612043",NA,"cat","black",NA,"Male",2018-05-01,2018-08-01,"normal","stray","otc",NA,2018-08-05,"1400 BLK LONG BEACH BLVD, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7844853,-118.1890196,FALSE,TRUE,"33.7844853, -118.1890196","black","normal"
"5525","A654670","*alley","cat","black",NA,"Spayed",2019-10-05,2021-03-05,"normal","stray","otc",NA,2021-12-15,"1400 BLK MARTIN LUTHER KING JR. LONG BEACH, CA 90813","Long Beach","adoption","pfe/pawshp",33.7844211,-118.1804574,FALSE,TRUE,"33.7844211, -118.1804574","black","normal"
"5526","A693321","*toffee","cat","calico",NA,"Female",NA,2023-02-12,"normal","stray","otc",NA,2023-02-14,"1400 BLK N. PETERSON AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlepaws",33.7844161,-118.1730895,FALSE,TRUE,"33.7844161, -118.1730895","multi","normal"
"5527","A587915","smitty","cat","gray tabby","white","Male",2007-04-01,2017-03-31,"normal","owner surrender","otc","no home",2017-11-09,"1400 BLK OBISPO AVE, LONG BEACH, CA 90804","Long Beach","adoption","pfe/pawshp",33.784565,-118.154242,FALSE,TRUE,"33.784565, -118.154242","grey","normal"
"5528","A607868","*spades","cat","brown  tabby",NA,"Spayed",2016-05-19,2018-05-19,"normal","stray","otc",NA,2018-06-14,"1400 BLK ORANGE AVE, LONG BEACH, CA 90813","Long Beach","rescue","straycatal",33.7845795,-118.1761722,FALSE,TRUE,"33.7845795, -118.1761722","other","normal"
"5529","A635589","*toodles","cat","black","white","Female",2019-10-02,2019-11-02,"ill mild","stray","otc",NA,2019-12-12,"1400 BLK ORANGE AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlepaws",33.7845795,-118.1761722,FALSE,TRUE,"33.7845795, -118.1761722","black","mild"
"5530","A658980",NA,"cat","orange",NA,"Male",2021-05-21,2021-06-17,"ill mild","stray","otc",NA,2021-06-17,"1400 BLK ORIZABA AVE, LONG BEACH, CA 90804","Long Beach","adoption",NA,33.7845396,-118.1564821,FALSE,TRUE,"33.7845396, -118.1564821","orange","mild"
"5531","A693970","*bartolo colon","cat","black tabby","white","Neutered",2018-02-26,2023-02-26,"ill mild","stray","field",NA,2023-03-08,"1400 BLK PARADE","Long Beach","transfer","spcala",33.7700504,-118.1937395,FALSE,TRUE,"33.7700504, -118.1937395","black","mild"
"5532","A617394",NA,"cat","brown","white","Unknown",2014-11-09,2018-11-09,"ill severe","stray","field",NA,2018-11-09,"1400 BLK PETERSON AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","ill severe",33.7844161,-118.1730895,TRUE,FALSE,"33.7844161, -118.1730895","brown","severe"
"5533","A588338","*grace","cat","gray",NA,"Female",2015-04-09,2017-04-09,"normal","stray","otc",NA,2017-04-23,"1400 BLK PINE AVE, LONG BEACH, CA 90813","Long Beach","adoption","spcala",33.7839282,-118.1924053,FALSE,TRUE,"33.7839282, -118.1924053","grey","normal"
"5534","A588412","*norco","cat","black","white","Neutered",2014-04-10,2017-04-10,"feral","stray","field",NA,2017-04-18,"1400 BLK PINE AVE, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7839282,-118.1924053,FALSE,TRUE,"33.7839282, -118.1924053","black","feral_fractious"
"5535","A604846","*foggy nelson","cat","brown  tabby",NA,"Neutered",2015-03-15,2018-03-15,"fractious","stray","field",NA,2018-03-23,"1400 BLK PINE AVE, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7839282,-118.1924053,FALSE,TRUE,"33.7839282, -118.1924053","other","feral_fractious"
"5536","A612552",NA,"cat","black","white","Female",2018-05-25,2018-08-08,"normal","owner surrender","otc","move",2018-08-09,"1400 BLK ROSE AVE, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7845803,-118.1696625,FALSE,TRUE,"33.7845803, -118.1696625","black","normal"
"5537","A612551",NA,"cat","brown  tabby",NA,"Female",2018-05-25,2018-08-08,"normal","owner surrender","otc","move",2018-08-09,"1400 BLK ROSE AVE, LONG BEACH, CA 90813","Long Beach","transfer","spcala",33.7845803,-118.1696625,FALSE,TRUE,"33.7845803, -118.1696625","other","normal"
"5538","A671629","charles","cat","orange tabby","white","Neutered",2019-09-01,2022-03-01,"normal","owner surrender","otc","abandon",2022-04-14,"1400 BLK ROYCROFT AVE, LONG BEACH, CA 90804","Long Beach","adoption","pfe/pawshp",33.7844072,-118.1383162,FALSE,TRUE,"33.7844072, -118.1383162","orange","normal"
"5539","A671634","creed","cat","orange tabby","white","Neutered",2019-09-01,2022-03-01,"normal","owner surrender","otc","abandon",2022-05-04,"1400 BLK ROYCROFT AVE, LONG BEACH, CA 90804","Long Beach","adoption","pfe/pawshp",33.7844072,-118.1383162,FALSE,TRUE,"33.7844072, -118.1383162","orange","normal"
"5540","A596280","*torta","cat","tortie dilute",NA,"Spayed",2015-08-31,2017-08-31,"feral","stray","field",NA,2017-09-18,"1400 BLK SEABRIGHT AVE, LONG BEACH, CA 90813","Long Beach","shelter, neuter, return","straycatal",33.7839899,-118.2172863,FALSE,TRUE,"33.7839899, -118.2172863","multi","feral_fractious"
"5541","A650104","*bat","cat","black",NA,"Neutered",2020-01-14,2020-10-14,"normal","stray","otc",NA,2020-11-19,"1400 BLK TEMPLE AVE, LONG BEACH, CA 90804","Long Beach","adoption","web",33.7845827,-118.1587358,FALSE,TRUE,"33.7845827, -118.1587358","black","normal"
"5542","A681793",NA,"cat","white","black","Unknown",2019-08-11,2022-08-11,"ill severe","stray","field",NA,2022-08-11,"1400 BLK W CAMERON ST, LONG BEACH, CA 90810","Long Beach","euthanasia","ill severe",33.8229407,-118.2110958,TRUE,FALSE,"33.8229407, -118.2110958","white","severe"
"5543","A600961","leo","cat","brown  tiger",NA,"Male",2014-01-03,2017-12-10,"normal","owner surrender","otc","owner prob",2017-12-13,"1400 BLK W PARADE ST, LONG BEACH, CA 90810","Long Beach","adoption","spcala",33.7907756,-118.2104995,FALSE,TRUE,"33.7907756, -118.2104995","other","normal"
"5544","A700654",NA,"cat","calico",NA,"Female",2023-05-07,2023-06-11,"normal","stray","otc",NA,2023-06-11,"1400 BLK WALNUT AVE LONG BEACH 90813","Long Beach","euthanasia","ill severe",33.7845654,-118.1718072,TRUE,FALSE,"33.7845654, -118.1718072","multi","normal"
"5545","A705446","*petal","cat","black","white","Spayed",2023-07-25,2023-08-25,"normal","stray","otc",NA,2023-10-04,"1400 BLK WALNUT AVE LONG BEACH CA 90813","Long Beach","adoption",NA,33.7845654,-118.1718072,FALSE,TRUE,"33.7845654, -118.1718072","black","normal"
"5546","A635530","*ringo","cat","gray","white","Neutered",2018-10-31,2019-10-31,"normal","stray","otc",NA,2019-11-17,"1400 BLK WARREN AVE LB, CA 90813","Long Beach","adoption","walkin",33.7845907,-118.1750967,FALSE,TRUE,"33.7845907, -118.1750967","grey","normal"
"5547","A638559","*tulip","cat","gray tabby",NA,"Spayed",2019-07-15,2020-01-15,"ill mild","stray","otc",NA,2020-01-29,"1400 BLK WARREN AVE, LONG BEACH CA 90813","Long Beach","adoption","walkin",33.7845907,-118.1750967,FALSE,TRUE,"33.7845907, -118.1750967","grey","mild"
"5548","A639278","#1","cat","calico",NA,"Female",2019-12-01,2020-02-01,"ill moderatete","stray","otc",NA,2020-02-03,"1400 BLK WARREN AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlepaws",33.7845907,-118.1750967,FALSE,TRUE,"33.7845907, -118.1750967","multi","moderate"
"5549","A639281","#4","cat","tortie dilute",NA,"Female",2019-12-01,2020-02-01,"ill moderatete","stray","otc",NA,2020-02-03,"1400 BLK WARREN AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlepaws",33.7845907,-118.1750967,FALSE,TRUE,"33.7845907, -118.1750967","multi","moderate"
"5550","A591890",NA,"cat","black","white","Unknown",2017-06-08,2017-06-08,"normal","stray","otc",NA,2017-06-15,"1400 BLK WARREN AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","ill severe",33.7845907,-118.1750967,TRUE,FALSE,"33.7845907, -118.1750967","black","normal"
"5551","A591895",NA,"cat","orange","white","Unknown",2017-06-08,2017-06-08,"normal","stray","otc",NA,2017-06-15,"1400 BLK WARREN AVE, LONG BEACH, CA 90813","Long Beach","euthanasia","ill severe",33.7845907,-118.1750967,TRUE,FALSE,"33.7845907, -118.1750967","orange","normal"
"5552","A639279","#2","cat","tan","white","Male",2019-12-01,2020-02-01,"ill moderatete","stray","otc",NA,2020-02-03,"1400 BLK WARREN AVE, LONG BEACH, CA 90813","Long Beach","rescue","littlepaws",33.7845907,-118.1750967,FALSE,TRUE,"33.7845907, -118.1750967","tan","moderate"
"5553","A602610","lilly","cat","white",NA,"Spayed",2017-01-17,2018-01-17,"normal","owner surrender","otc","owner prob",2018-04-17,"1400 BLK XIMENO AVE, LONG BEACH, CA 90804","Long Beach","adoption","pfe/pawshp",33.7846109,-118.1411865,FALSE,TRUE,"33.7846109, -118.1411865","white","normal"
"5554","A708705","*mercutio","cat","black",NA,"Neutered",2023-06-13,2023-10-13,"ill mild","stray","otc",NA,2023-12-23,"1400 BLOCK E 20TH ST, LONG BEACH CA","Long Beach","adoption","web",33.7930829,-118.1737958,FALSE,TRUE,"33.7930829, -118.1737958","black","mild"
"5555","A633227","*snowwhite","cat","calico","black","Female",2019-07-08,2019-09-08,"normal","stray","otc",NA,2019-09-16,"1400 E 17TH ST, LONG BEACH, CA 90813","Long Beach","rescue","fndanifoun",33.7880565,-118.1741938,FALSE,TRUE,"33.7880565, -118.1741938","multi","normal"
